testo_corretto;count
gestione port-a-cath a catetere peripherally inserted central catheter ecc;1
gestione port-a-cath a catetere e o catetere venoso centrale per nutrizione parenterale totale;1
gestione pompa infusione;1
gestione posizionamento gastrostomia endoscopica percutanea;1
gestione paziente stomizzato;1
gestione paziente seguito dalle cura palliative;1
gestione paziente rete cura palliative;1
gestione paziente pneumologico;1
gestione paziente palliativo;1
gestione paziente palliative;1
gestione paziente oncologico e terminale pompa elastomerico;1
gestione paziente oncologico e colloquio con il palliativista;1
gestione peripherally inserted central catheter micro catetere;1
gestione paziente diabetico;1
gestione paziente delle cura palliative;1
gestione paziente cura palliative;1
gestione paziente con ventilatore e tracheostomia piu aspirazione orotracheale;1
gestione paziente con tracheostomia tracheostomia ventilazione meccanico e loro caregiver;1
gestione paziente con tracheostomia;1
gestione paziente con sondino naso gastrico;1
gestione paziente con sclerosi laterale amiotrofica;1
gestione paziente con gastrostomia endoscopica percutanea o sondino naso gastrico;1
gestione paziente in cura palliative integrato;1
gestione peripherally inserted central catheter medicazione;1
gestione peripherally inserted central catheter line;1
gestione peripherally inserted central catheter e port-a-cath catetere;1
gestione peripherally inserted central catheter e port-a-cath a catetere;1
gestione peripherally inserted central catheter e midline line;1
gestione peripherally inserted central catheter e catetere venoso centrale prelievo da questi ultimo e elettrocardiogramma;1
gestione peripherally inserted central catheter e altri c v c;1
gestione peripherally inserted central catheter centrally inserted central catheter;1
gestione paziente terminale e terapia del dolore;1
gestione peripherally inserted central catheter catetere venoso centrale ecc;1
gestione percorso diagnostico terapeutico assistenziale bambino diabetico;1
gestione percorso diagnostico terapeutico assistenziale bambino cronico;1
gestione percorso diagnostico terapeutico assistenziale;1
gestione peg;1
gestione paziente ventilato;1
gestione paziente tracheostomizzato;1
gestione paziente tracheostomia;1
gestione paziente terminale elastomero;1
gestione peripherally inserted central catheter catetere venoso centrale midline line;1
inserimento e cambio catetere vescicale;1
inserimento dato nel portale regionale e;1
inserimento dato computer;1
inserimento catetere venoso centrale periferico;1
inserimento catetere;1
inserimento cambio catetere venoso;1
inserimento accesso venoso e o sotto cutanea;1
insegnamento educazione supporto ai familiare e al paziente;1
gestione tracheostomia ed educazione;1
insegnamento educazione caregiver caregiver;1
insegnamento ed educazione al paziente ed al caregiver caregiver;1
insegnamento;1
inr controllo;1
innesto sotto cutanea;1
innesto ciclo infusivo;1
iniezione sottocute instramuscolare;1
iniezione sottocute e instramuscolare;1
insegnamento educazione e sorveglianza;1
interazione comunicazione con l assistito;1
integrazione con i servizio sociale;1
insulino terapia;1
insulina a scuola;1
instramuscolare sottocute;1
instramuscolare iniezione;1
instramuscolare e sottocute e endovena;1
instramuscolare e sottocute;1
inserimento e gestione accesso venoso periferico;1
inserzione catetere medicazione piaga da decubito igiene malato;1
inserimento sostituzione catetere vescicale;1
inserimento sostituzione catetere venoso;1
inserimento sondino nasogastrico;1
inserimento rimozione o cambio catetere vescicale;1
inserimento mini midline line;1
inserimento e sostituzione catetere vescicale e sua gestione;1
inserimento e gestione cateterismo vescicale;1
inserimento e gestione catetere vescicale;1
inserzione catetere venoso periferico;1
infusione terapia iniettivo endovenoso e ipodermico;1
infusione terapia endovenoso periferico;1
infusione terapia endovenoso o sotto cutanea;1
infusione terapia endovenoso nutrizione parenterale totale;1
infusione terapia endovenoso e o intramuscolare;1
infusione terapia endovena periferico;1
infusione sottocute intravenoso;1
infusione sotto cutanea o endovenoso;1
iniezione sotto cutanea e intramuscolare;1
infusione soluzione per via endovenoso;1
infusione sacca nutrizione parenterale totale;1
infusione s c e e v;1
infusione medicinale;1
infusione liquido endovena o ipo;1
infusione ipotetico endovena;1
infusione ipodermico con addestramento;1
infusione ipodermico;1
infusione sotto cutanea ed endovenoso;1
iniezione prelievo;1
iniezione parenterale sotto cutanea;1
iniezione i m s c;1
iniezione i m e s c;1
iniezione endovena sottocute instramuscolare;1
iniezione di terapia insulinica;1
iniezione di antibiotico terapia;1
infusore;1
infusione terapia parenterale;1
infusione venoso o sotto cutanea e gestione device cannula periferico catetere venoso centrale port-a-cath groshong midline peripherally inserted central catheter;1
infusione varie;1
infusione tramite accesso venoso;1
infusione terapia venoso;1
infusione terapia sottocute;1
infusione terapia sotto cutanea;1
infusione terapia reidratanti nutrizione parenterale totale;1
infusione terapia per via endovenoso o sotto cutanea;1
infusione terapia per via endovenoso;1
infusione via ipodermico endovenoso;1
lavaggio catetere venoso;1
lavaggio catetere port-a-cath;1
lavaggio accesso venoso periferico;1
lavaggio accesso venoso e medicazione;1
istruzione per la gestione e somministrazione di net;1
istruzione gara caregiver su prevenzione lesioni antidecubito o addestramento alla cura delle lesioni;1
istruzione gara caregiver nel riconoscere e soddisfare i bisogno assistenziale della persona;1
istruzione fornito al caregiver;1
interazione comunicazione relazione con l assistito;1
istruzione educazione ai familiare o al caregiver alimentazione eliminazione mobilizzazione uso di presidi e ausilio ecc;1
istruzione di attivitÃ  al caregiver;1
istruzione del paziente o caregiver all autocura;1
istruzione dei familiare;1
istruzione caregiver caregiver alla gestione dei paziente;1
istruzione alla caregiver;1
istruzione ai familiare caregiver;1
istruire il caregiver caregiver;1
istruzione educazione ai paziente e o caregiver caregiver;1
lesioni arterioso;1
lesione vascolare;1
lesione piede diabetico;1
lesione arterioso;1
lavoro con i familiare;1
lavaggio port-a-cath e peripherally inserted central catheter;1
lavaggio port-a-cath e;1
lavaggio port-a-cath a catetere;1
lavaggio catetere venoso centrale peripherally inserted central catheter;1
lavaggio peripherally inserted central catheter port-a-cath;1
lavaggio peripherally inserted central catheter e port-a-cath;1
lavaggio midline;1
lavaggio e medicazione peripherally inserted central catheter port-a-cath;1
lavaggio e medicazione di peripherally inserted central catheter;1
lavaggio e gestione catetere vescicale;1
lavaggio drenaggio o nefrostomia;1
lavaggio drenaggio;1
lavaggio catetere venoso centrale peripherally inserted central catheter port-a-cath;1
lavaggio peripherally inserted central catheter port-a-cath a catetere;1
intervento educazione terapeutica;1
intervento educazionale;1
intervento educare o rinforzo;1
intervento educare igiene personale alimentazione mobilizzazione;1
intervento educare famiglia utente caregiver caregiver;1
intervento educare di psico educazione;1
intervento educare ai paziente e caregiver;1
intervento di supporto alla famiglia;1
istruire il caregiver;1
intervento di prevenzione;1
intervento di educazione terapeutica clistere controllo urinario prevenzione decubito;1
intervento di educazione terapeutica;1
intervento di educazione a gestione terapia prevenzione lesioni cutaneo e gestione bisogno assistenziale del paziente rivolta sia al paziente che al caregiver;1
intervento abilitÃ  di base a casa;1
intermediazione paziente medico;1
intermediazione con i servizio per prenotazione esame;1
interazione con millimetri di mercurio;1
interazione con medico di base e specialista;1
intervento di rete;1
istruire i parenti;1
istruire i familiare;1
irrigazione intestinale;1
ipodermoclisi per paziente disidratato;1
ipodermoclisi e terapia sotto cutanea con elastomero;1
ipodermoclisi e terapia endovena;1
ipdermoclisi;1
introduzione sostituzione catetere vescicale a permanenza;1
intervento in urgenza trattamento sanitario obbligatorio ;1
introduzione catetere vescicale;1
introduzione catetere venoso;1
intramuscolo endovena;1
intramuscolare e sotto cutanea;1
intradermica;1
intervento su abilitÃ  pratico manuale;1
intervento su abilitÃ  di base;1
intervento risocializzante;1
intervento infermieristico scuola ausilio a secondo delle patologie;1
introduzione sondino naso gastrico;1
idratazione tramite gastrostomia endoscopica percutanea;1
idratazione sotto cute;1
idratazione sotto cutanea endovena antibiotico;1
idratazione s c;1
idratazione per via endovenoso;1
idratazione parenterale ipodermico o endovenoso;1
idratazione ipodermico;1
idratazione in sotto cutanea;1
infusione intravenoso e sotto cutanea;1
idratazione endovenoso sottocute;1
idratazione endovenoso e sotto cutanea;1
idratazione endovena sottocute;1
idratazione endovena ipodermoclisi;1
idratazione e terapia parenterale e endovenoso o sotto cutanea;1
idratazione con posizionamento catetere venoso periferico;1
idratazione con flebo;1
i terapia infusionale;1
idratazione flebo;1
ileostomia;1
igiene personale si paziente;1
igiene personale e mobilizzazione;1
igiene personale del paziente;1
igiene persona;1
igiene paziente;1
igiene mobilizzazione;1
igiene lesioni ed sanitario;1
igiene a letto;1
igiene intima;1
igiene educazione sanitario;1
igiene e postura dell assistito;1
igiene e cambio stomia;1
igiene di base;1
igiene del malato;1
igiene del letto e igiene del paziente;1
accesso con millimetri di mercurio o palliativista;1
igiene corporea;1
igiene intima e del corpo;1
gestione urostomia ed enterostomia;1
gestione urostomia e nefrostomia;1
gestione urostomia e enterostomia;1
gestione urostomia colonstomia;1
gestione urinario;1
gestione urina colon stomia;1
gestione ulcera vascolare;1
gestione ulcera trofico;1
i m terapia infusiva s c;1
gestione ulcera da decubito;1
gestione ulcera cutaneo;1
gestione ulcera;1
gestione tutte le stomie;1
gestione tracheostomia stomia;1
gestione tracheostomia gastrostomia endoscopica percutanea sondino naso gastrico;1
gestione tracheostomia gastrostomia endoscopica percutanea pompa alimentazione;1
gestione tracheostomia educazione al caregiver medicazione;1
gestione tracheostomia ed educazione al caregiver caregiver;1
gestione ulcera da pressione;1
i m s c;1
glucotest;1
gestito cateterismo vescicale;1
gestire le paure i dubbio del caregiver caregiver;1
gestire cannula tracheale;1
gestione via urinario e derivazione;1
gestione via urinario catetere vescicale e intestinale clisma con sonda;1
gestione via infusiva;1
gestione utente in cura palliative;1
gestione via aeree tracheostomia;1
gestione via aeree;1
gestione ventilazione non invasiva;1
gestione ventilazione meccanico tracheostomia;1
gestione ventilazione assistito e ossigeno terapia;1
gestione ventilazione;1
gestione ventilatore meccanico e ventilazione non invasiva;1
gestione ventilatore;1
gestione v a c terapia a pressione negativo;1
gestione via biliare;1
infusione emoderivato;1
infusione e v s c;1
infusione e terapia endovenoso;1
infusione e terapia endovena sottocute instramuscolare;1
infusione e gestione nutrizione parenterale totale;1
infusione di terapia endovena instramuscolare;1
infusione di soluzione fisiologica e o s glucosata;1
infusione di parenterale;1
impianto catetere venoso periferico ecoguidato;1
infusione di liquido per idratazione;1
infusione di liquido;1
infusione di farmaco;1
infusione di albumina umano;1
infusione di albumina o antibiotico endovena;1
infusione continuitÃ  sotto cutanea;1
infusione continuitÃ ;1
infusione con elastomero;1
infusione di nutrizione parenterale totale;1
infusione iniezione farmaco specifico;1
infusione in accesso venoso periferico;1
infusione idratante;1
infusione fleboclisi parenterale;1
infusione flebo;1
infusione farmaco h;1
infusione farmaco e nutrizione parenterale totale;1
infusione endovenoso tramite catetere periferico farmaco;1
infusione emoderivato o albumina;1
infusione endovenoso sotto cutanea;1
infusione endovenoso od ipodermoclisi;1
infusione endovenoso idratazione tramite catetere venoso periferico terapia idratante;1
infusione endovenoso con gestione device;1
infusione endovena sottocute ipodermico;1
infusione endovena sotto cutanea;1
infusione endovena o sottocute;1
infusione endovena ipo;1
infusione emotrasfusione;1
infusione endovenoso sotto cutanea terapia palliative;1
incremento dell empowerment;1
incontro famiglia e palliativista;1
incontro con millimetri di mercurio e palliativista a domicilio;1
incontro con millimetri di mercurio;1
incontro con medico di famiglia;1
incontro con familiare;1
incontro con assistente sociale;1
incannulamento venoso;1
infusione catetere venoso centrale periferico;1
in relazione ai bisogno assistito caregiver caregiver;1
impianto vascolare venoso;1
impianto sostituzione di catetere vescicale;1
impianto mini midline;1
impianto midline;1
impianto e gestione presidi vascolare;1
impianto dispositivo;1
impianto di dispositivo intravscolare;1
impianto di catetere venoso periferico;1
incanalare catetere venoso periferico;1
infusione antibiotico terapia;1
infusione antibiotico endovena;1
infusione antibiotico;1
infusionale;1
informazione sulle procedure da seguire a domicilio;1
informazione su profilassi e profilassi;1
informazione relazione supporto;1
informazione percorso richiesta ausilio;1
indicazione attivazione rete territoriale;1
informazione ed educazione al paziente e alla famiglia;1
informazione del servizio;1
informazione del paziente e caregiver;1
informazione caregiver caregiver;1
informazione ai familiare;1
induzione sedazione palliative;1
indirizzare per richiesta presidi;1
indicazione prevenzione lesioni da pressione educazione;1
indicazione per la mobilizzazione e per l igiene;1
informazione educazione caregiver;1
gestione catetere centrale nutrizione parenterale totale;1
gestione catetere centrale e periferico;1
gestione catetere centrale e non;1
gestione catetere accesso venoso centrale e periferico;1
gestione caso socio sanitario;1
gestione cartella;1
gestione cannula venoso centrale;1
gestione cannula centrale;1
gestione lesioni vascolare;1
gestione c v c adulto bambino;1
gestione c catetere venoso centrale;1
gestione bendaggio elastico;1
gestione bambino complesso con gastrostomia endoscopica percutanea e tracheostomizzato;1
gestione auto aziendale cambio gomma;1
gestione apparato intestinale;1
gestione alvo stomie;1
gestione alvo e enterostomia;1
gestione cambio catetere venoso;1
gestione catetere venoso centrale ed nutrizione parenterale totale;1
gestione catetere venoso centrale e pacchetto ambulatoriale complesso;1
gestione catetere venoso centrale e non;1
gestione catetere venoso centrale e midline;1
gestione catetere venoso centrale e infusione nutrizione parenterale;1
gestione catetere venoso centrale e infusione endovena;1
gestione catetere venoso centrale e canale endotracheale;1
gestione catetere venoso centrale e alimentazione parenterale;1
gestione catetere centrale periferico;1
gestione catetere vascolare;1
gestione catetere urinario e sue derivazione;1
gestione catetere urinario;1
gestione catetere sovrapubico;1
gestione catetere periferico;1
gestione catetere nefrostomico e sovrapubico;1
gestione catetere nefrostomico;1
gestione catetere midline;1
gestione catetere centrale venoso;1
gestione catetere venoso centrale a lungo termine;1
gestione accesso venoso tipo peripherally inserted central catheter e midline;1
gestione accesso venoso terapia idratante endovenoso e sotto cutanea;1
gestione accesso venoso stabile peripherally inserted central catheter midline port-a-cath a catetere;1
gestione accesso venoso stabile e non;1
gestione accesso venoso sotto cute;1
gestione accesso venoso sotto cutanea;1
gestione accesso venoso profondo;1
gestione accesso venoso peripherally inserted central catheter port-a-cath;1
gestione alvo e diuresi;1
gestione accesso venoso peripherally inserted central catheter midline line;1
gestione accesso venoso peripherally inserted central catheter catetere venoso centrale;1
gestione accesso venoso periferico terapia intramuscolare;1
gestione accesso venoso periferico sotto cutanea;1
gestione accesso venoso periferico peripherally inserted central catheter;1
gestione accesso venoso periferico o sotto cutanea;1
gestione accesso venoso periferico endovena e sotto cutanea;1
gestione accesso venoso periferico e relativo terapia;1
gestione accesso venoso peripherally inserted central catheter midline port-a-cath catetere venoso centrale;1
gestione alvo e derivazione;1
gestione alvo e colonstomia;1
gestione alvo e catetere vescicale;1
gestione alvo con educazione alimentare stomie gastrostomia endoscopica percutanea tracheostomia;1
gestione alvo compreso le enterostomia;1
gestione alvo clistere evacuativo ecc;1
gestione alvo clistere clisma;1
gestione alvo clisma irrigazione ecc;1
gestione accompagnare del paziente terminale in equipe con le cura palliative o solo se non attivato;1
gestione alvo cavo orale presidi respiratorio stomie;1
gestione alvo canalizzazione su prescrizione;1
gestione altri di medicazione ferita chirurgico lesioni vascolare ecc;1
gestione altri device gastrostomia endoscopica percutanea tracheostomia;1
gestione alimentazione per latino per bocca;1
gestione alimentazione enterale e parenterale;1
gestione alimentazione disfagia enterale parenterale;1
gestione alimentazione;1
gestione ago endovena sottocute;1
gestione alvo clisma evacuativo;1
gestione catetere vescicale stomie sondino naso gastrico gastrostomia endoscopica percutanea;1
gestione catetere vescicale stomie;1
gestione catetere vescicale sovrapubico;1
gestione catetere vescicale sostituzione rimozione controllo lavaggio;1
gestione catetere vescicale sostituzione addestramento caregiver;1
gestione catetere vescicale somministrazione;1
gestione catetere vescicale periferico e profondo;1
gestione catetere vescicale o derivazione urinario;1
gestione catetere venoso centrale gastrostomia endoscopica percutanea tracheostomia ileo colonstomia urina nefrostomia catetere vescicale;1
gestione catetere vescicale igiene posizionamento lavaggio;1
gestione catetere vescicale gestione urostomia;1
gestione catetere vescicale femminile e maschile;1
gestione catetere vescicale ed alvo;1
gestione catetere vescicale e sostituzione;1
gestione catetere vescicale e mobilizzazione;1
gestione catetere vescicale e derivazione urologico;1
gestione catetere vescicale e derivazione urinario;1
gestione catetere vescicale maschile e femminile;1
gestione clistere evacuativo;1
gestione clisma;1
gestione cistostomia;1
gestione chemioterapia;1
gestione cateterismo vescicale inserimento cambio;1
gestione cateterismo vescicale e urostomia;1
gestione cateterismo vescicale e stomie e gastrostomia endoscopica percutanea;1
gestione cateterismo vescicale e derivazione urinario;1
gestione catetere vescicale urostomia;1
gestione cateterismo vescicale derivazione urinario;1
gestione cateterismo venoso periferico e centrale a inserzione periferico;1
gestione cateterismo venoso centrale;1
gestione cateterismo venoso;1
gestione cateterismo urostomia;1
gestione cateterismo urinario compreso le derivazione;1
gestione cateteri vescicale;1
gestione catetere vescicale venoso centrale;1
gestione catetere vescicale venoso;1
gestione cateterismo vescicale e addestramento alla gestione ed al controllo dello stesso;1
gestione catetere venoso centrale port-a-cath e peripherally inserted central catheter;1
gestione catetere venoso centrale port-a-cath a catetere;1
gestione catetere venoso centrale peripherally inserted central catheter midline port-a-cath catetere;1
gestione catetere venoso centrale peripherally inserted central catheter midline port-a-cath;1
gestione catetere venoso centrale peripherally inserted central catheter midline e port-a-cath;1
gestione catetere venoso centrale peripherally inserted central catheter midline;1
gestione catetere venoso centrale peripherally inserted central catheter gastrostomia endoscopica percutanea;1
gestione catetere venoso centrale peripherally inserted central catheter e sistema impiantabile port-a-cath a catetere;1
gestione catetere vescicale e catetere per cistostomia percutanea;1
gestione catetere venoso centrale peripherally inserted central catheter catetere venoso centrale port-a-cath;1
gestione catetere venoso centrale o port-a-cath;1
gestione catetere venoso centrale midline port-a-cath peripherally inserted central catheter e simile;1
gestione catetere venoso centrale midline peripherally inserted central catheter;1
gestione catetere venoso centrale midline line;1
gestione catetere venoso centrale midline e peripherally inserted central catheter;1
gestione catetere venoso centrale medicazione lavaggio;1
gestione catetere venoso centrale medicazione e lavaggio;1
gestione catetere venoso centrale inserito periferico peripherally inserted central catheter o midline;1
gestione catetere venoso centrale peripherally inserted central catheter e port-a-cath a;1
gestione catetere vescicale drenaggio stomie;1
gestione catetere vescicale drenaggio;1
gestione catetere vescicale derivazione urinario;1
gestione catetere vescicale cura palliative;1
gestione catetere vescicale a permanenza sostituzione;1
gestione catetere venoso vari;1
gestione catetere venoso terapia infusiva;1
gestione catetere venoso periferico sottocute catetere venoso centrale;1
gestione catetere venoso centrale port-a-cath midline;1
gestione catetere venoso periferico prelievo ematico;1
gestione catetere venoso periferico e terapia infusiva;1
gestione catetere venoso periferico e sotto cutanea;1
gestione catetere venoso periferico centrale;1
gestione catetere venoso periferico catetere venoso periferico;1
gestione catetere venoso periferico catetere venoso centrale peripherally inserted central catheter e port-a-cath;1
gestione catetere venoso lavaggio rimozione posizionamento;1
gestione catetere venoso controllo urinario;1
gestione catetere venoso centrale tipo midline peripherally inserted central catheter;1
gestione catetere venoso periferico sotto cutanea;1
fine vita;1
ferita traumatico;1
ferita oncologico;1
ferita chirurgo;1
ferita chirurgico e rimozione punti sutura;1
ferita caregiver;1
fasciatura vascolare arto inferiore;1
fasciatura o bendaggio;1
gestione accesso venoso periferico e fleboterapia;1
fasciatura elastocompressivo compressivo;1
fasciatura elastocompressivo;1
fasciatura e bendaggio elastocompressivo;1
fasciatura compressivo;1
fasciatura bendaggio adesivo ed elastico;1
farmaco via sotto cutanea;1
farmaco endovena instramuscolare sottocute;1
facilitazione ai servizio sanitario;1
fasciatura elastocompressivo e non;1
formazione;1
follow up telefonica;1
follow up di prestazione effettuato da altri;1
follow up;1
fleboterapia o ipodermoclisi;1
fleboterapia ipodermoclisi;1
fleboterapia in endovenoso e ipodermoclisi;1
fleboterapia endovena sottocute;1
flebo clisi;1
fleboclisi s c;1
fleboclisi reperire accesso venoso;1
fleboclisi per idratazione;1
fleboclisi o terapia endovenoso;1
fleboclisi in vena;1
fleboclisi endovena e sottocute;1
fleboclisi e posizionamento agocannula;1
flebo punture prelievo;1
flebo per terapia;1
fleboclisi s c e v i m;1
esecuzione prelievo terapia anticoagulante orale;1
esecuzione prelievo ematochimico e biologico;1
esecuzione prelievo ematico ed altro indagine di laboratorio;1
esecuzione prelievo ematico arterioso;1
esecuzione prelievo e v;1
esecuzione occasionale tampone molecolare per covid severe acute respiratory syndrome;1
esecuzione medicazione semplice e complesso di lesioni vascolare neoplastico ecc;1
esecuzione medicazione;1
facilitatore medico paziente;1
esecuzione fleboclisi;1
esecuzione esame elettrocardiogramma;1
esecuzione esame colturale;1
esecuzione emotrasfusione;1
esecuzione emogasanalisi;1
esecuzione e gestione esame di laboratorio;1
esecuzione doppler arto inferiore;1
esecuzione di prelievo venoso e microbiologico tampone rettale cutaneo;1
esecuzione indagine bioumorale;1
f;1
evacuazione gestione c vescicale;1
esplorazione rettale e rettoclisi evacuativo;1
esplorazione rettale clistere evacuativo;1
eseguire clistere e evacuazione digitale;1
esecuzione urinocoltura;1
esecuzione terapia intramuscolare;1
esecuzione terapia instramuscolare e sottocute;1
esecuzione prelievo venoso;1
esecuzione terapia endovenoso con reperimento di accesso venoso periferico;1
esecuzione terapia endovenoso;1
esecuzione terapia endovena;1
esecuzione terapia;1
esecuzione tampone covid;1
esecuzione tampone colturale e prelievo ematico;1
esecuzione sotto cutanea;1
esecuzione prestazione occasionale di prelievo venoso;1
esecuzione prelievo venoso occasionale e periodico;1
esecuzione terapia endovenoso nutrizione parenterale totale reidratante farmaco;1
gestione accesso venoso centrale e periferico midline;1
gestione accesso venoso centrale e periferico e infusione;1
gestione accesso venoso centrale e periferico catetere venoso centrale port-a-cath peripherally inserted central catheter midline;1
gestione accesso venoso centrale e catetere venoso periferico;1
gestione accesso venoso centrale accesso venoso periferico;1
gestione accesso venoso catetere venoso centrale port-a-cath a catetere peripherally inserted central catheter midline;1
gestione accesso venoso a permanenza;1
gestione accesso vendita centrale;1
formazione addestramento caregiver;1
gestione accesso vascolare peripherally inserted central catheter port-a-cath peripherally inserted central catheter port-a-cath midline;1
gestione accesso vascolare periferico centrale e sotto cutanea;1
gestione accesso vascolare periferico;1
gestione accesso vascolare e periferico;1
gestione accesso vascolare e linea infusiva;1
gestione accesso vascolare centrale e posizionamento e gestione periferico;1
gestione accesso vascolare centrale e periferico;1
gestione accesso sotto cutanea;1
gestione accesso vascolare tipo peripherally inserted central catheter;1
gestione accesso venoso periferico centrale e fleboclisi;1
gestione accesso venoso periferici;1
gestione accesso venoso medicazione peripherally inserted central catheter e midline;1
gestione accesso venoso impiantato;1
gestione accesso venoso e prelievo ematico;1
gestione accesso venoso e periferico;1
gestione accesso venoso centrale port-a-cath e peripherally inserted central catheter;1
gestione accesso venoso centrale port-a-cath catetere peripherally inserted central catheter midline;1
gestione accesso venoso centrale e relativo terapia;1
gestione accesso venoso centrale peripherally inserted central catheter port-a-cath ecc;1
gestione accesso venoso centrale peripherally inserted central catheter port-a-cath;1
gestione accesso venoso centrale peripherally inserted central catheter midline port-a-cath a catetere;1
gestione accesso venoso centrale peripherally inserted central catheter e port-a-cath;1
gestione accesso venoso centrale peripherally inserted central catheter con medicazione e lavaggio;1
gestione accesso venoso centrale peripherally inserted central catheter catetere venoso centrale port-a-cath a catetere;1
gestione accesso venoso centrale peripherally inserted central catheter;1
gestione accesso venoso centrale medicazione terapia;1
gestione accesso venoso centrale e venoso;1
gestione accesso venoso centrale peripherally inserted central catheter port-a-cath mini midline;1
g catetere venoso centrale;1
g catetere venoso;1
fornire un sostegno continuativo alla famiglia;1
fornire materiale;1
fornire gastrostomia endoscopica percutanea sonda;1
formazione nella gestione di infusione endovena;1
formazione gestione diabete;1
formazione farmaco salvavita;1
gestione accesso parenterale;1
formazione ed educazione sanitario al paziente e caregiver;1
formazione ed addestramento;1
formazione e insegnamento ai familiare e caregiver caregiver;1
formazione e addestramento alla prevenzione di;1
formazione e addestramento alla gestione e somministrazione terapia;1
formazione e addestramento alla gestione di catetere sonda drenaggio;1
formazione del caregiver caregiver preparazione terapia orale;1
formazione del caregiver caregiver;1
formazione dei caregiver caregiver;1
formazione fare caregiver;1
gestione accesso enterale;1
gestione accesso endovena sottocute;1
gestione accesso centrale peripherally inserted central catheter port-a-cath a catetere;1
gestione accesso centrale periferico;1
gestione accesso centrale educazione;1
gestione accesso;1
gestione  stomie;1
gestione  gastrostomia endoscopica percutanea;1
g ne;1
gestione  catetere vescicale;1
gastrostomia endoscopica percutanea stomie catetere vescicale sondino;1
gastrostomia endoscopica percutanea stomie;1
gastrostomia endoscopica percutanea sondino naso gastrico drenaggio;1
gastrostomia endoscopica percutanea sonda bendaggio;1
gastrostomia endoscopica percutanea net;1
gastrostomia endoscopica percutanea controllo ancoraggio sostituzione;1
garantire terapia venoso sotto cutanea;1
g nutrizione parenterale totale;1
gestione  e sostituzione catetere vescicale;1
gestione elettromedicali domiciliare in paziente con patologia neuromuscolare;1
gestione elastomero toracico paracentesi;1
gestione educazione terapeutica e sanitario;1
gestione educazione stomia;1
gestione educazione nutrizione parenterale totale;1
gestione educazione net nutrizione artificiale domiciliare;1
gestione educazione medicazione stomie;1
gestione educazione medicazione ne;1
gestione colonstomia in generale educazione al caregiver caregiver;1
gestione educazione della tracheostomia;1
gestione educazione alvo;1
gestione educazione alla gestione catetere vescicale;1
gestione educazione accesso venoso periferico e centrale e sotto cutanea;1
gestione educazione accesso venoso periferico centrale e sotto cutanea;1
gestione ed uso catetere centrale;1
gestione ed educazione terapia endovena sottocute;1
gestione ed educazione nutrizione artificiale domiciliare nutrizione parenterale totale gastrostomia endoscopica percutanea;1
gestione educazione gastrostomia endoscopica percutanea;1
gestione funzione intestinale;1
gestione funzione alvo;1
gestione funzionalitÃ  urinario cateterismo;1
gestione funzionalitÃ  intestinale;1
gestione fine vita cura palliative;1
gestione fine vita;1
gestione ferita difficile;1
gestione ferita cutaneo di origine varia;1
gestione eliminazione varie stomie presidi;1
gestione ferita;1
gestione farmaco e v;1
gestione f urinario;1
gestione enterostomia ed urostomia;1
gestione entero stomie;1
gestione entero stomia o urina stomia;1
gestione entero e urina stomie;1
gestione enterale;1
gestione emotrasfusione e o paracentesi;1
gestione ferita chirurgico con eventuale desutura;1
gestione e sostituzione periodico catetere vescicale;1
gestione e sostituzione gastrostomia percutanea e alimentazione;1
gestione e sostituzione gastrostomia endoscopica percutanea sondino naso gastrico alimentazione net;1
gestione e sostituzione gastrostomia endoscopica percutanea e sondino nasogastrico orogastrico;1
gestione e sostituzione del catetere venoso;1
gestione e sostituzione con medico specialista della tracheostomia;1
gestione e sostituzione catetere vescicale cateterismo estemporaneo;1
gestione e sostituzione accesso congiunto con specialista a domicilio del paziente tracheostomizzato;1
gestione ed educazione net nutrizione parenterale totale;1
gestione e somministrazione terapia;1
gestione e somministrazione fleboclisi;1
gestione e somministrazione endovena;1
gestione e ripristino pompa elastomerico;1
gestione e riempimento pompa elastomerico;1
gestione e prevenzione lesione da decubito e gestione lesioni arto inferiore;1
gestione e prevenzione lesione da decubito;1
gestione e preparazione farmaco;1
gestione e sondino naso gastrico;1
gestione ed educazione medicazione semplice complesso;1
gestione ed educazione gastrostomia endoscopica percutanea e nutrizione enterale totale;1
gestione ed educazione drenaggio;1
gestione ed educazione dell alvo;1
gestione ed educazione cateterismo vescicale;1
gestione ed educazione alle stomie;1
gestione ed educazione alla gestione di stomie intestinale ed urinario;1
gestione ed educazione alla gestione degli accesso vascolare;1
gestione e sostituzione periodico sonda gastrostomia endoscopica percutanea;1
gestione e valutazione dolore;1
gestione e trattamento lesione da pressione;1
gestione e toilette stomia;1
gestione e supporto terapia con addensanti;1
gestione e supporto caregiver paziente terminale;1
gestione e sostituzione sondino nasogastrico e gastrostomia endoscopica percutanea;1
gestione e sostituzione sondino naso gastrico gastrostomia endoscopica percutanea;1
gestione e sostituzione sondino naso gastrico e gastrostomia endoscopica percutanea;1
gestione e sostituzione sonda gastrostomia endoscopica percutanea;1
gestione ed educazione a assunzione terapia;1
gestione infusione venoso;1
gestione infusione parentale venoso sotto cutanea;1
gestione infusione endovenoso;1
gestione infusione endovena o sottocute;1
gestione infusione endovena instramuscolare sottocute;1
gestione impianto venoso;1
gestione impianto vascolare centrale e infusione;1
