testo_pulito;count
cambio catetere vescicale sovrapubico;1
cambio catetere vescicale e sovra  pubico;1
clistere evacuativo   er;1
cambio catetere vescicale e gestione;1
cambio catetere vescicale  gestione funzionalità renale;1
cambio catetere vescicale  cambio catetere suprapubico;1
cambio catetere vesciale;1
cambio catetere venoso;1
cambio catetere e gestione cv;1
cambio catetere  vescicale;1
cambio catere vescicalle;1
cambio cat vescicale;1
cambio cat suvrapubico;1
cambio canula;1
cambio catetere vescicale e soprapubico;1
cat  vescicale;1
cat  vesc ;1
case manager nel team interdisciplinare mmg;1
case manager nel setting palliativo e dolore cronico;1
cartella infermieristica territoriale;1
caricamento elastomeri;1
carica dispositivo elastomerico;1
care giver;1
cannula traceale;1
cambio vac therapie;1
cambio stomie;1
cambio e gestione peg pazienti sla;1
cambio sng peg;1
cambio sacca colonstomia;1
cambio peg e controllo periodico;1
cambio panollino e aiuto a lavarsi se bisogno;1
cambio medicazioni picc;1
cambio medicazione tracheo;1
cambio medicazione;1
cambio foley;1
cambio e valutazione catetere vescicale;1
cambio e gestione uro stomia e colon stomia;1
cambio e gestione sondini naso gastrici;1
cambio e gestione sng;1
cambio sondino naso gastrico;1
brocoaspirazioni;1
brefing con i colleghi dei casi complessi;1
breafing;1
bo;1
blutentnahmen venös   kapillär;1
blutentnahmen;1
blutabnahme zu hause;1
blasenkatheter wechsel;1
betreuung palliative kinder;1
beratung der patienten und care giver;1
beratung;1
cambio c v;1
bendagi per linfo  edemi;1
bendaggo;1
bendaggio terapeutico;1
bendaggio semplice;1
bendaggio ossido di zinco;1
bendaggio occlusivo;1
bendaggio elastomero compressivo;1
bendaggio elastomerico;1
bendaggio elastocompressiva;1
bendaggio elastocompressimo;1
bendaggio elasto contenitivo;1
bengaggi aaii;1
cambio c  v ;1
cambio ago intima;1
cambio aghi sottocute;1
cambiamento catetere;1
cambiamento  catetere;1
cambi stomie;1
cambi sonde peg;1
cambi sng;1
cambi gestione peg;1
cambi gestione catetere vescicale;1
cambi e medicazioni tracheostomie;1
broncoaspirazione ossigenoterapia;1
cambi di cateteri suprapubici;1
cambi di catetere vescicale;1
cambi cv cistofix;1
cambi cv;1
cambi cateteri  vescicali;1
cam;1
caleterismo vescicale;1
c v ;1
c v;1
burocrazia;1
broncolavaggio;1
broncoaspirazione tracheostomia;1
cambi di cateteri vescicali;1
chemotherapien entfernen;1
chemotherapie entfernen;1
ceterismo vescicale;1
cestione alvo;1
cessione cateteri centrali;1
ccv;1
cavo orale;1
causeling;1
causelin stile di vita;1
caunsling;1
caunseling sanitario al caregiver e paziente;1
cat vescicale;1
cateterusmo vescicale;1
cateterizzazioni vescicali;1
cateterizzazione;1
cateterizzasione mascile è femminile;1
cateterizazioni;1
cateterismo vesvicale;1
cateterismo vesicale e gestione catetere;1
cateterismo vescicale uomo e donna;1
cateterismo vescicale transuretrale;1
cateterismo vescicale maschile;1
cateterismo vescicale femminile;1
cathetere;1
clistere evacuativi medicati;1
clistere evacuativi;1
clistere ed educazione per prevenzionestipsi;1
clistere e controllo alvo;1
clistere di pulizia e svuoto manuale dell ampolla;1
clistere di pulizia;1
clistere con sonda;1
clistere  svuotamento manuale;1
clismi evacuativi  svuotamenti manuali ampolla;1
clismi evacuanti medicati rimozione fecalomi;1
clismi evacuanti;1
cicli di fleboclisi;1
clisma intestinale;1
clisma evacuativa;1
clisma evacuatico e o medicato;1
clisma evacuatici;1
clisma evacuanti e rettoclisi;1
clisma evacuante;1
clisma con sonda rettale;1
clisma clistere;1
clima evaquativo;1
clima;1
cistoclisi;1
ciclo infusione;1
clisma medicato;1
cateteri vescali;1
cateteri venoso centrale;1
cateteri venosi;1
cateteri centrali;1
catetere vescivale;1
catetere vescicale sostituzione;1
catetere vesc;1
catetere venoso periferico;1
catetere venoso periferco  posizionamento ;1
catetere venoso centrale e periferico;1
catetere venoso centrale  gestione ;1
cateterismo vescicale e sng;1
catetere picc;1
catetere  vescicale;1
cateter vescicale;1
catetare vescicale;1
caterizzazioni vescicali;1
caterismo vescicale;1
caterismo;1
caterina vescicali;1
cateri centrali;1
catereri vescicali;1
catere vescicale e venosi;1
catetere venosa centrale;1
cateterismo vescicale ;1
cateterismo vescicala;1
cateterismo vesc;1
cateterismo venoso centrale;1
cateterismo vecicale;1
cateterismo uomo e donna;1
cateterismo estemporaneo delle urine;1
cateterismo ed educazione alla gestione;1
cateterismi vescicali e eventuali lavaggi vescicali;1
cateterismi vescicali  gestioni peg  ne;1
cateterismi vescicale;1
cateteri vescicali   posizionamento o sostituzione ;1
cateterismi scuole;1
cateterismi intermittenti;1
cateterismi estemporanei;1
cateterismi e gestione derivazioni urinarie;1
cateterismi a dimora;1
cateterisco vescicale;1
cateteriri vescicali;1
cateterino vescicali;1
cateterimo vescicale;1
cateteri zza zione vescicale;1
cateteri vescicalj;1
cateteri vescicali ed estemporanei;1
cateterismi urinari;1
gestione terapia nutrizionale parenterale ed enterale;1
gestione terapia mediante peg;1
gestione terapia intramuscolare;1
gestione terapia insulinica  in ambito scolastico  dei bambini diabetici;1
gestione terapia insulinica;1
gestione terapia infusiva ev;1
gestione terapia infusiva endovenosa o sottocutanea;1
gestione terapia infusiva endovenosa;1
gestione terapia infusiva endovena e sottocutanea;1
gestione terapia infusiva   nutrizione parenterale totale;1
gestione terapia infusione e sottocutanea;1
fasciature o bendaggi;1
gestione terapia infusionale e v ;1
gestione terapia infusionale e accesso vascolare;1
gestione terapia infusionale   npt;1
gestione terapia infusiobale;1
gestione terapia in  ipodermoclisi;1
gestione terapia idratante ev;1
gestione terapia ev sc im;1
gestione terapia ev sc;1
gestione terapia ev im sc;1
gestione terapia ev idratazione;1
gestione terapia ev e sc;1
gestione terapia infusionale ev e sottocute;1
gestione terapie infusive sottocutanee;1
gestione terapie infusione e sc;1
gestione terapie infusionali ntp;1
gestione terapie infusionali ev;1
gestione terapie infusionale endovenose;1
gestione terapie ev e oncologiche;1
gestione terapie ev  sc  im;1
gestione terapie enterali  peg ;1
gestione terapia venosa e sottocutanea;1
gestione terapia sottocutaneo con mocroinfusori;1
gestione terapia sotto cute intramuscolo  ev;1
gestione terapia orale sc im;1
gestione terapia sc ev;1
gestione terapia sc  im  ev;1
gestione terapia sc;1
gestione terapia reidratante;1
gestione terapia per os;1
gestione terapia parenterale totale;1
gestione terapia parenterale enterale;1
gestione terapia parenterale e enterale;1
gestione terapia parenterale   enterale;1
gestione terapia parentale;1
gestione terapia os  im sc;1
gestione terapia sc im;1
gestione stomie urostomie;1
gestione stomie urostomia;1
gestione stomie uro tracheo   ;1
gestione stomie uro e colon;1
gestione stomie urinarie  nefrostomie ;1
gestione stomie renali;1
gestione stomie intestinali nefrostomie urostomie epicistostomie;1
gestione stomie enterali e urinarie;1
gestione stomie e urostomie;1
gestione stomie e tracheostomie;1
gestione stomie e peg;1
gestione terapia ev e relativi accessi;1
gestione stomie e insegnamento alla gestione;1
gestione stomie e controllo;1
gestione stomie e cateteri in ureterostomie;1
gestione stomie e addestramento familiari;1
gestione stomie di varia natura;1
gestione stomie derivative;1
gestione stomie colon e ureterostomie;1
gestione stomie addominali e tracheostomie;1
gestione stomie  urostomie  ileostomie    ;1
gestione stomie  peg;1
gestione stomie  nefrostomie  tracheostomie nefrostomie  urostomie;1
gestione stomie e merdicazione;1
gestione terapia ev e intramuscolare;1
gestione terapia enterale sng peg;1
gestione terapia enterale e parenterale;1
gestione terapia endovenosa tramite accessi vascolari periferici o centrali;1
gestione terapia endovenosa ed ago cannula periferico;1
gestione terapia endovenosa e sottocutanea;1
gestione terapia endovena;1
gestione terapia e v   principalmente cvp ;1
gestione terapia e v;1
gestione terapia dolore;1
gestione terapia del dolore   antibiotica   caricamento del infusor;1
gestione stomie urostomie  colonstomie  enterostomie etc ;1
gestione terapia con medico palliativista;1
gestione terapia con elastomero in vena e sottocute;1
gestione terapia antibiotica ev;1
gestione terapia antalgica tramiteb elastomero;1
gestione terapia antalgica;1
gestione terapia  intramuscolo  sottocutaneo endovenosa ;1
gestione ter infusionale;1
gestione tecniche presidi legati alla respirazione;1
gestione storie ;1
gestione stomie varie ileo colon;1
gestione stomie varie   colon  nefro  cisto  digiuno  ecc  ;1
gestione stomie varie;1
gestione terapia con pompa infusionale;1
gestionepeg;1
gestionei cateteri venosi centrali;1
gestione vie urinarie e derivazioni;1
gestione vie urinarie  catetere vescicale  e intestinali  clisma con sonda;1
gestione vie infusive;1
gestione vie biliari;1
gestione vie aeree  tracheo ;1
gestione vie aeree;1
gestione ventilazione meccanica tracheostomia;1
gestione ventilazione assistita e ossigeno terapia;1
gestione ventilazione;1
gestione terapie iniettive sc e v;1
gestione ventilatore meccanico e niv;1
gestione vaso centrale;1
gestione vasi centrali;1
gestione vac therapy;1
gestione vac;1
gestione v a c  terapy a pressione negativa;1
gestione utenti in cure palliative;1
gestione urostomie ed enterostomie;1
gestione urostomie e nefrostomie;1
gestione urostomie e enterostomie;1
gestione urostomie  colostomie;1
gestione ventilatori;1
gestioni cvc picc e sistemi impiantabili port a cath;1
gestioni cvc e pac;1
gestioni cvc  port   picc  midline;1
gestioni cvc  peg  tracheostomie  ileo colonstomie  uro nefrostomie  cateteri vescicali;1
gestioni colonstomie;1
gestioni cetetere vescicale cure palliative;1
gestioni cateteteri venosi centrali;1
gestioni cateteri vescicali maschili e femminili;1
gestioni cateteri venosi   centrali e periferici ;1
gestioni cateteri venosi;1
gestioni cateteri;1
gestioni accessi centrali;1
gestioni catetere vescicale;1
gestioni caterei centrali;1
gestioni cannula tracheali;1
gestioni bambini complessi con peg e tracheostomizzati;1
gestioni acessi venosi centrali;1
gestioni accessi venosi periferici terapie intramuscolari;1
gestioni accessi venosi periferici;1
gestioni accessi venosi centrali picc e porth;1
gestioni accessi venosi centrali e periferici;1
gestioni accessi venosi centrale;1
gestioni accessi venosi;1
gestioni accessi vascolari;1
gestioni catetere vescicali   stomie;1
gestione tracheo ed educazione al care giver;1
gestione tracheo  stomia;1
gestione tracheo  peg  pompe alimentazione;1
gestione tracheistomia;1
gestione trache;1
gestione tpn sng peg;1
gestione tpn   infusioni  ;1
gestione tp sottocutanea;1
gestione tp sc;1
gestione tp parenterale  enterale;1
gestione tp infusionali;1
gestione uro colon stomia;1
gestione tp endovenosa;1
gestione tp  ev ipodermo;1
gestione tp   sc im  orale  pilloliere ;1
gestione th infusiva;1
gestione terminalità oncologica e non;1
gestione terapie reidratanti e v  s c ;1
gestione terapie pressione negativa;1
gestione terapie parenteralu;1
gestione terapie parenterali  flebo endovene i m   s c   ipodermiche;1
gestione terapie parenterali;1
gestione terapie nutrizionali e cvc;1
gestione tp ev;1
gestione urinarie;1
gestione ureterostomie;1
gestione ulcere vascolari;1
gestione ulcere trofiche;1
gestione ulcere da pressione;1
gestione ulcere da decubito;1
gestione ulcere cutanee;1
gestione ulcere;1
gestione tx idratazione sottocute;1
gestione tutte le stomie;1
gestione traheostomie;1
gestione tracheodtonie;1
gestione trachestomia;1
gestione tracheostonie;1
gestione tracheostomizzati;1
gestione tracheostomie peg sng;1
gestione tracheostomie ed educazione;1
gestione tracheostomie e dispositivi ventilazione;1
gestione tracheostomie  aspirazione secrezioni  ventilazione non invasiva;1
gestione tracheostomica;1
gestione tracheostomia educazione al caregiver medicazione;1
gestione tracheostomia e ventilazione assistita;1
gestione tracheostomia e aspirazione secrezioni delle vie aeree;1
gestione tracheostomia broncoaspirazione e controllo respiratore;1
gestione trachoestizzati;1
gestione picc  midline;1
gestione picc  medicazione ;1
gestione picc  cvc   mid line;1
gestione picc  cicc  ficc;1
gestione picc   porth   mide line  agocanula periferica;1
gestione picc   port a cath;1
gestione picc   port;1
gestione picc   midline  port;1
gestione picc   medline  port   lavaggio  medicazione ;1
gestione picc   ficc;1
gestione pic o port;1
gestione stomie  intestinale e urinarie ;1
gestione pic e port cat;1
gestione pic e port;1
gestione pic  midline  porth;1
gestione piaghe da decubito  e vascolari;1
gestione pegra;1
gestione peg valutazione parametri funzionali;1
gestione peg trachestomia;1
gestione peg tracheostomie;1
gestione peg tracheo;1
gestione peg stomie;1
gestione peg sng stomie;1
gestione pic midline;1
gestione piede diabetico con lesioni;1
gestione picc porth midline;1
gestione picc porth cvc;1
gestione picc porth a cath   midline;1
gestione picc o port a cath;1
gestione picc o port;1
gestione picc o midline;1
gestione picc o cateteri venosi centrali;1
gestione picc o altri c v c ;1
gestione picc midlline  ;1
gestione picc midline port a cath;1
gestione picc  midline  port   ecc;1
gestione picc microcath;1
gestione picc mdline;1
gestione picc line;1
gestione picc e porth;1
gestione picc e port a cath;1
gestione picc e mideline;1
gestione picc e mid line;1
gestione picc e cvc  prelievi da questi ultimi e ecg;1
gestione picc e altri c v c ;1
gestione picc cvc ecc;1
gestione picc  porth;1
gestione picc  port a cat;1
gestione picc midline cvc;1
gestione peg  posizionamento  sostituzione e gestione sondino naso gastrico;1
gestione peg  pompa alimentazione;1
gestione peg  picc  cv  prelievo;1
gestione peg  net npt;1
gestione peg  istruzione del caregiver;1
gestione peg  e sng;1
gestione peg  colonstomie urostomie;1
gestione peg   sondini nasi gastrico;1
gestione peg   sng  tracheo;1
gestione peg   sng;1
gestione peg   nutrizione enterale e addestramento care giver;1
gestione peg sng  educazione care giver alla ne domiciliare;1
gestione peg   npt;1
gestione peg   controllo palloncino  di ancoraggio;1
gestione pdta bambino diabetico;1
gestione pdta bambino cronico;1
gestione pdta;1
gestione pcc;1
gestione pazienti ventilati;1
gestione pazienti terminali;1
gestione pazienti stomizzati;1
gestione pazienti sla;1
gestione pazienti seguiti dalle cure palliative;1
gestione peg   nutrizione enterale;1
gestione peg pegj;1
gestione peg o sonde nutrizione;1
gestione peg o sng con alimentazione enterale e gestione nutripompa;1
gestione peg o net;1
gestione peg nutrizione enterale addestramento al care giver;1
gestione peg net;1
gestione peg esng;1
gestione peg ed enterostomie;1
gestione peg ed educazione;1
gestione peg ed ed ne alla gestione;1
gestione peg e sondino;1
gestione peg  sng  stomie;1
gestione peg e s n g;1
gestione peg e posizionamento nutrizione enterale;1
gestione peg e nutrizione entrale;1
gestione peg e net  inserimento s n g ;1
gestione peg e ne;1
gestione peg e infusione di ne;1
gestione peg e ileostomia;1
gestione peg e drenaggi;1
gestione peg digiunostomia   ;1
gestione peg cvc stomie e canule endotracheali;1
gestione peg  sostituzione;1
gestione peg  sondino drenaggi;1
gestione peg e sondini nasogastrici;1
gestione sondini nasogastrici;1
gestione sondini naso gastrico;1
gestione sondini naso gastrici;1
gestione sonde vescici;1
gestione sonde peg;1
gestione sonde nefrostomiche;1
gestione sonde gastrostomiche con educazione nutrizione enterale;1
gestione sonda nutrizionale;1
gestione sonda enterale;1
gestione somm  di infusioni ev ;1
gestione sng e net;1
gestione pig tail;1
gestione sng  peg;1
gestione sng  educazione alla gestione;1
gestione sng   peg;1
gestione sistemi infusivi in vena;1
gestione sistemi impiantati;1
gestione sintomo dispnea;1
gestione sintomi refrattari;1
gestione sintomi disturbanti;1
gestione sig peg;1
gestione setting assistenziale;1
gestione sedazione palliariva;1
gestione sng  sostituzione e posizionamento;1
gestione stomie  ileo colon ;1
gestione stomie  drenaggi ;1
gestione stomie   urostomie;1
gestione stomie   tracheo   peg  urostomia   colonatomia;1
gestione stomie   peg sng;1
gestione stomie   peg  uro  colon ;1
gestione stomie   peg  tracheostomie  colonstomie  ;1
gestione stomie   nutrizione enterale;1
gestione stomia uro  colon  ileo  ;1
gestione stomia ed educazione;1
gestione stomia drenaggi;1
gestione sondini nasogastrici e peg;1
gestione sostituzione del catetere vescicale;1
gestione sostituzione cvp;1
gestione sostituzione cv a permanenza;1
gestione sost peg;1
gestione sondino nasogastrico e peg;1
gestione sondino nasogastrico ;1
gestione sondino nasogastrici e peg;1
gestione sondino nasogastrici;1
gestione sondino naso gastrico o peg;1
gestione sondino naso gastrici;1
gestione sondino e peg;1
gestione sondini o dispositivi invasivi;1
gestione stipsi alvo ;1
gestione posizionamento peg;1
gestione posizionamento catetere vescicale;1
gestione porth e picc;1
gestione porth a cath;1
gestione porter;1
gestione port_a cath;1
gestione port picc per npt;1
gestione port picc midline;1
gestione port picc;1
gestione port pic;1
gestione port cath;1
gestione scompenso cardiaco;1
gestione port a cath e o cvc per npt;1
gestione port a cath  picc  ecc ;1
gestione port a  cath;1
gestione port  acath;1
gestione pompe infusioni;1
gestione pompe infusionali di terapia;1
gestione pompe elastomeriche;1
gestione pompe antalgica;1
gestione pompe ad infusione;1
gestione pompe;1
gestione pompa antalgica;1
gestione port cat;1
gestione sc e terapia con microinfusore;1
gestione sacche nutrizionali;1
gestione sacche  nutrizionali;1
gestione sacca nutrizionale;1
gestione s n g ;1
gestione relazione con utente e familiari;1
gestione rapporto  con medico di base e curante sma;1
gestione pz ucp;1
gestione pz sla;1
gestione pz pneumologico;1
gestione pz oncologici terminali;1
gestione posizionamento sng;1
gestione pz diabetici;1
gestione pz delle cure palliative;1
gestione pz con ventilatore e tracheostomie piu aspirazione orotracheale;1
gestione pz con sla;1
gestione presidi urinari;1
gestione presidi respiratori;1
gestione presidi nutrizione  es  sng peg ;1
gestione presidi come catetere vescicale  peg;1
gestione presidi;1
gestione prelievi venosi;1
gestione prelievi e impegnative varie;1
gestione pratiche asl;1
gestione pz oncologici;1
inserimento cvc periferico;1
inserimento cv periferici;1
inserimento catetere;1
inserimento cambio cv;1
inserimento ago canula;1
inserimento accesso venoso e o sottocutaneo;1
inserimento accesso venoso;1
inserimento  sostituzione catetere vescicale;1
inserimento  mini mid line;1
inserimenti sondini nasogastrici;1
inserimenti cateteri vescicali;1
gestioni drenaggio;1
insegnamento educazione care giver;1
insegnamento ed educazione al pz ed al care giver;1
insegnamento  educazione  supporto ai familiari e al paziente;1
insegnamento;1
inr kontrollen;1
innesto sottocute;1
innesto cicli infusivi;1
injezioni sottocute e intamuscolari;1
injezioni s c  o i m ;1
injezioni parenterale  sottocute ;1
injektionen;1
insegnamento educazione e sorveglianza;1
interventi di educazione terapeutica  clisteri urocontrol  prevenzione decubiti ;1
interventi di educazione terapeutica;1
interventi di educazione a gestione terapia  prevenzione lesioni cutanee e gestione bisogni assistenziali del paziente  rivolta sia al paziente che al caregiver;1
intermediazione paziente medici;1
intermediazione con i servizi per prenotazione esami;1
interazione con mmg;1
interazione con medici di base e specialisti;1
interazione comunicazione con l assistito;1
interazione  comunicazione relazione  con l assistito;1
integrazione con i servizi sociali;1
insulino terapia;1
inserimento dati computer;1
inserzione catetere venoso periferico;1
inserzione catetere medicazioni piaghe da decubito igiene malato;1
inserimento sostituzione cv;1
inserimento rimozione o cambio catetere vescicale;1
inserimento mini midd;1
inserimento mimi mid;1
inserimento e sostituzione catetere vescicale e sua gestione;1
inserimento e gestione cateterismo vescicale;1
inserimento e gestione catetere vescicale;1
inserimento e gestione accessi venosi periferici;1
inserimento e cambio catetere vescicale;1
inserimento dati nel portale regionale siatess e siat;1
insulina a scuola;1
infusioni per idratazione;1
infusioni medicinali;1
infusioni liquidi;1
infusioni ipodermo con addestramento;1
infusioni intravenosi e sottocutanei;1
infusioni in accesso venoso periferico;1
infusioni idratanti;1
infusioni farmaci h;1
infusioni farmaci;1
infusioni ev sc;1
infusioni ev o sc;1
iniziezioni intramuscolari;1
infusioni ev e sottocute;1
infusioni ev e sottocue;1
infusioni ev  sc;1
infusioni enovenose;1
infusioni endovenosi;1
infusioni endovenose od ipodermoclisi;1
infusioni e v  s c;1
infusioni e v ;1
infusioni e v;1
infusioni e terapie ev  sc  im;1
infusioni e terapia endovenosa;1
infusioni ev ipo;1
iniezioni sc e im;1
iniezioni sc  im;1
iniezioni intramuscolari e sottocutanei;1
iniezioni intramuscolari e sottocutanee;1
iniezioni im e ss cut;1
iniezioni i m   s c ;1
iniezioni ev  sc im ;1
iniezioni di antibiotico terapia;1
iniezioni  s c  o i m;1
iniezioni  prelievi;1
iniezioni  im e ss cut;1
infusioni per idratazioni;1
iniezione sottocutanea;1
iniezione intramuscolo;1
iniezione di terapia insulinica;1
iniezione;1
infusor;1
infusioni via ipodermica endovenosa;1
infusioni venose o sottocutanea e gestione device   cannule periferiche   cvc port  ghrosshong  midline  picc    ;1
infusioni tpn;1
infusioni sottocutanei ed endovenosi;1
infusioni sottocutanee o endovenose;1
infusioni sottocutanee;1
infusioni sc;1
iniezioni   i m   e s c;1
lavaggio accesso venosi e medicazione;1
lavaggio accessi venosi periferici;1
lavaggi vescicali;1
lavaggi port;1
lavaggi picc  port a cath;1
lavaggi picc;1
lavaggi pic  port  ;1
lavaggi pic;1
lavaggi medicazioni cateteri venosi centrali;1
lavaggi e gestione catetere vescicale;1
lavaggi drenaggio;1
interventi di prevenzione;1
lavaggi cvc  picc;1
lavaggi cateteri vescicali;1
lastocompressione;1
körperpflege;1
istruzioni fornite al caregiver;1
istruzioni alla careghiver;1
istruzioni al caregiver;1
istruzioni al care giver;1
istruzione per la gestione e somministrazione di net;1
istruzione gare giver nel riconoscere e soddisfare  i bisogni  assistenziali della persona;1
istruzione gare giver  su prevenzione lesioni antidecubito o addestramento alla cura delle lesioni;1
lavaggi drenaggi o nefrostomie;1
lesioni neoplastiche;1
lesioni diabetiche;1
lesioni decubiti;1
lesioni da ulcere da decubito;1
lesioni da pressioni;1
lesioni arteriose;1
lesione vascolare;1
lesione piede diabetico;1
lesione da decubito;1
lesione arteriose;1
lavoro con i familiari;1
lavaggio cat  porth;1
lavaggio porth a cath;1
lavaggio porth;1
lavaggio port e plic;1
lavaggio port e picc;1
lavaggio picc e port;1
lavaggio picc;1
lavaggio midline;1
lavaggio medicazione cvc;1
lavaggio e medicazione pic port;1
lavaggio e medicazione di picc;1
lavaggio cvc picc port;1
lavaggio catetere venoso;1
lavaggio vecsicale;1
introduzione sondino naso gastrico;1
introduzione cv;1
introduzione catetere vescicale;1
intramuscolo  endovene;1
intramuscolari;1
intramuscolare e sottucutanea;1
intradermica;1
interviste;1
intervista;1
intervento su abilita  pratico manuali;1
intervento risocializzante;1
istruzione educazione ai pazienti e o care giver;1
intervento abilita  di base a casa;1
interventi su abilità di base;1
interventi infermieristici presso scuole  asili   a secondo delle patologie ;1
interventi educazione terapeutica;1
interventi educazionali;1
interventi educativi o rinforzo;1
interventi educativi di psicoeducazione;1
interventi educativi ai pazienti e caregiver;1
interventi educativi  igiene personale  alimentazone  mobilizzazione ;1
interventi educativi  famiglia  utente  care giver;1
interventi di rete;1
intervento in urgenza  tso ;1
istruzione educazione ai familiari o al caregiver  alimentazione  eliminazione  mobilizzazione  uso di presidi e ausili  ecc  ;1
istruzione di attività al caregiver;1
istruzione del paziente o caregive all autocura;1
istruzione dei famigliari;1
istruzione care giver alla gestione dei pazienti;1
istruzione al cargiver;1
istruzione al caregiver;1
istruzione al care giver;1
istruzione ai familiari   cargiver;1
istruire il careviger;1
istruire il care giver;1
introduzione sostituzione catetere vescicale a permanenza;1
istruire i famigliari;1
ispezioni cutanee;1
ispezione cutanea;1
irrigazione intestinale;1
ipodermoglisi;1
ipodermoclisi e terapia sottocute con elastomero;1
ipodermoclisi e terapia ev;1
ipodermoclisi  per pazienti disidratati;1
ipodermica;1
ipodemoclisi;1
ipdermoclisi;1
inusione terapia venosa;1
istruire i parenti;1
igiene del letto e igiene del paziente;1
igiene corporea  mobilizzazione;1
igiene a letto;1
igene personale;1
igene corporea;1
idratazioni ev;1
idratazioni;1
idratazione tramite peg;1
idratazione sotto cute;1
idratazione s c;1
idratazione per via endovenosa;1
infusioni continue sottocutanee;1
idratazione parenterale ipodermica o endovenosa;1
idratazione ipodermica;1
idratazione in sottocute;1
idratazione flebo;1
idratazione ev sc;1
idratazione ev ipodermoclisi;1
idratazione endovenosa sc;1
idratazione endovenosa e sottocutanea;1
idratazione endovena;1
idratazione e terapia parenterale e endovenosa o sottocutanea;1
idratazione con posizionamento cvp;1
idratazione parrnterale;1
impianti dispositivi;1
impianti di cateteri venosi periferici;1
impianti cvp ecoguidati;1
im injektionen;1
im e sc e ev;1
im e sc;1
im  sc ;1
ileostomia;1
igiene pz;1
igiene personale si pazienti;1
igiene personale e mobilizzazione;1
igiene del malato;1
igiene persona;1
igiene mobilizzazione;1
igiene lesioni ed sanitaria;1
igiene intima e del corpo;1
igiene intima;1
igiene educazione sanitaria;1
igiene e postura dell    assistito;1
igiene e mobbilizzazione;1
igiene e cambio stomia;1
igiene di base;1
igiene del pz;1
igiene del paziente;1
igiene personale del paziente;1
gestioni uretorostomie;1
gestioni terapie ev;1
gestioni terapie enterale parenterale;1
gestioni stomia;1
gestioni sondini naso gastrici;1
gestioni sindromi ipocinetiche;1
gestioni relative cateteri vescicali;1
gestioni porth o picc;1
gestioni pej peg;1
gestioni peg e sng;1
gestioni peg e nutrizione;1
idratazione con flebo;1
gestioni nutrizioni;1
gestioni nefrostomie;1
gestioni ne enpt;1
gestioni midline  picc;1
gestioni lesioni da pressione;1
gestioni infusioni ev o sc;1
gestioni infusioni endovesone;1
gestioni infusioni;1
gestioni fleboclisi;1
gestioni e sostituzioni peg;1
gestioni e sostituzione sng e peg;1
gestioni nutrizioni artificiali parenterale e enterale;1
idratazione  sottocute  endovena  antibiotici ;1
i terapia infusionionale;1
i m s c;1
i m   terapia infusiva    s c;1
hnhnhnhnhh;1
heilbehelfe besorgen;1
hausbesuche nach dem familienzentrierten konzept;1
grstione nefrostomia;1
grstione idratazuoni;1
grstione drenaggi;1
glucotest;1
gestire cannula tracheale;1
gewichtskontrolle;1
getione stomie;1
getione peg;1
getione e sostituzione catetere vescicale;1
getione cateteri vescicali;1
gestrione tracheostomie;1
gestrione stomie;1
gestrione peg;1
gestrione accessi venosi centrali;1
gestoni  stomie peg;1
gestito cateterismo vescicale;1
gestire le paure i dubbi del care giver;1
glicemie;1
infusione sc  ev;1
infusione sc;1
infusione sacche npt;1
infusione s c e e v;1
infusione liquidi ev o ipo;1
infusione ipotetiche ev ;1
infusione ipodermica;1
infusione iniezione farmaci specifici;1
infusione fleboclisi parenterale;1
infusione flebo;1
infusione farmaci e npt;1
impianti e gestione presidi vascolari;1
infusione ev sc ipodermo;1
infusione ev sc;1
infusione ev  sottocute;1
infusione endovenosa tramite catetere periferico farmaci;1
infusione endovenosa sottocutanea terapia palliativa;1
infusione endovenosa idratazioni tramite catetere venoso periferico terapia idr;1
infusione endovenosa con gestione device;1
infusione endovenosa   sottocutanea;1
infusione emotrasfusioni;1
infusione emoderivati o albumina;1
infusione emoderivati;1
infusione farmaci;1
infusioni continue;1
infusioni con elastomero;1
infusioni antibiotici endovena;1
infusioni albumina;1
infusionen sc und iv;1
infusione venose;1
infusione venosa;1
infusione varie;1
infusione tramite accesso venoso;1
infusione tp ev;1
infusione terapie reidratanti npt;1
infusione sc ev;1
infusione terapie endovenose e o intramuscolari;1
infusione terapia sottocutanea;1
infusione terapia sc;1
infusione terapia per via endovenosa o sottocutanea;1
infusione terapia per via endovenosa;1
infusione terapia parenterale;1
infusione terapia iniettiva endovenosa e ipodermica;1
infusione terapia endovenosa periferica;1
infusione terapia endovenosa o sottocutanea;1
infusione terapia endovenosa  npt;1
infusione sottocutanea;1
infusione soluzione per via endovenosa;1
infusione terapie ev periferiche;1
informazione  su profilassi e profilassi;1
informazione;1
infisioni;1
inerventi di supporto alla famiglia;1
induzione seduzione palliativa;1
indirizzare per richiesta presidi;1
indicazioni prevenzione lesioni da pressione  educazione ;1
indicazioni per la mobilizzazione e per l igiene;1
indicazioni attivazioni rete territoriale;1
incremento dell empowerment;1
incontro famiglia e palliativiste;1
infusione e v ;1
incontro con famigliari;1
incontri con mmg e palliativisti a domicilio;1
incontri con mmg ;1
incontri con assistenti sociali;1
incannulamento venoso;1
incanalare cvp;1
impianto sostituzione di cateteri vescicali;1
impianto minimid;1
impianto midiline;1
impianto di dispositivi intravascolari;1
impianti vascolari venosi pixx;1
