testo_pulito;count
preparare terapia orale;1
pressione;1
pressione glicemia;1
prestazioni con specialista;1
prestazioni diagnostiche;1
prev e trattam lesioni da pressione;1
prevenzione   gestione e trattamento lesioni da pressione;1
prevenzione alle lesioni cutanee;1
prevenzione decubiti;1
presa in carico pzt terminale;1
presa incarico paziente;1
prescrizione ausili;1
prescrizione ausilii letto materassi;1
prescrizioni ausili;1
prese in carico;1
prese in carico con compilazione di cc;1
prese in carico nuovi pazienti;1
presa in carico del malato oncologico terminale;1
presa in carico del nucleo familiare per i percorsi sociosanitari;1
presa in carico del paziente con mmg;1
presa in carico del paziente e della famiglia con compilazione delle schede ifec e della cartella cure domiciliari;1
presa in carico di pzt terminali per gestioni terapie cure palliative;1
presa in carico e accertamento infermieristico;1
presa in carico e valutazione del pz;1
presa in carico e valutazione paziente;1
preparazione terapiamedicazione;1
preparazione terapie orali settimanali;1
preparazione terapie settimanali;1
preparazione tpn;1
preparazionenterapia elastomeri fleboclisi tab;1
preparazionesomministrazione terapie;1
preparazioni farmaci;1
preparazioni infusore antalgici sedativi;1
prevenzione e gestione del dolore;1
prevenzione e gestione dello stipsi;1
prevenzione e gestione piaghe da decubito;1
prevenzione e gestione stipsi;1
prevenzione e tratamento lesioni da decubito;1
prevenzione e trattamento lcc;1
prevenzione e trattamento lesioni da pressioni;1
prevenzione ed educazione sanitaria;1
bendaggio elastici;1
bendaggio elastico compressivo all ossido di zinco e cumarina;1
bendaggio elastico compressivo semplice ;1
bendaggio elasticompressivo leggero;1
bendaggio elasto compressione;1
bendaggio elasto compressivo arti inferiori;1
prevenzione delle lesioni da decubito;1
prevenzione e gestione dei paz con cv e ldp;1
bendaggio arti;1
bendaggio arti inf;1
bendaggio arti inferiori per lesioni vascolariarteriosemiste;1
bendaggio compressivo arti inferiori;1
bendaggio compressivo arti inferiori  con ulcere;1
bendaggio degli  arti inferiori;1
bendaggio e fasciatura;1
bendaggio elasocompressivo;1
bendaggi semplici;1
bendaggi ulcere vascolari;1
bendaggi vari;1
bendaggiarti;1
bendaggio  fasciature;1
bendaggio aa inferiori;1
bendaggio adesivo elastici;1
bendaggio arri inferiore;1
profilassi diversi;1
profilassi mobilizzazione mettere calze elastiche antitrombotiche;1
profili glicemici;1
proflilassi;1
progetto famiglia fragili;1
programmazione;1
programmazione accessi;1
programmazione accessi di monitoraggio;1
prime visite per presa in carico pz;1
primi accessi;1
primo assesmentpresa in carico;1
prlelievo;1
prlievi ematici;1
prlievo sague venoso;1
problem solving;1
problema psicologico;1
prevenzione primaria secondaria;1
prevenzione rischio cadute;1
prevenzione salute;1
prevenzione sanitaria;1
prevenzione stipsi;1
prevenzione ulcere da decubito posizionamento alimentazione ecc;1
prima valutazione con accesso congiunto medico di cure palliative;1
prima visita valutazione;1
prevenzione ed sanitaria;1
prevenzione educazione sanitaria;1
prevenzione ldp;1
prevenzione lesione da compressione;1
prevenzione lesione da pressione  medicazioni;1
prevenzione lesioni cutanee;1
prevenzione lesioni da caduta;1
prevenzione lesioni da decubito;1
punture im;1
pv e follow app;1
pz con la sla attaccati al ventilatore;1
raccolta campioni biologici;1
raccolta dati ed elaborazione;1
raccolta ed elaborazione dati;1
raccolta materiale;1
raccordo telefonico con curanti e familiari;1
prrlievi venosi;1
psdta;1
psicoeducazine;1
pulizia cvc;1
pulizia degli apparecchi elettromedicali;1
pulizia peg;1
pulizia pic;1
pulizia picc;1
promozione stile corretto di vita;1
promozione stili di vita corretti;1
promuovere lautonomia della famiglia   autoefficienza;1
prophylaxe;1
prophylaxen;1
proposte approvvigionamento presidi sanitari;1
protocollo sostituzione catetere vescicale;1
prova parametri;1
programmazione assistenza infermieristica;1
programmazione attività lavorativa;1
programmazione esami ematici per domicilio;1
programmazione presa in carico a domicilio sidadi;1
promozione a corretti stili di vita;1
promozione alla salute;1
promozione corretto stile di vita;1
promozione di comportamenti di vita sani lifesyle;1
relazione daiuto e colloquio con i familiari;1
relazione dascolto terapeutica;1
relazione di aiuto;1
relazione di cura;1
relazione e supporto caregiver;1
relazione e supporto paziente;1
relazione terapeutica utente e famigliari;1
relazioneascolto;1
relazione con mmg specialisti e servizi territoriali;1
relazione con paziente e famiglia;1
relazione d aiuto;1
relazione d aiuto assistitocaregiver;1
relazione daiuto asscargiver;1
relazione daiuto assistito  caregiver;1
relazione daiuto assistito care giver;1
relazione daiuto assistito caregiver;1
relazione aiuto;1
relazione aiuto assistito e caregiver;1
relazione con altri operatori sanitari;1
relazione con i familiari;1
relazione con i terapisti;1
relazione con il caregiver;1
relazione con il paziente;1
relazione con il paziente e famiglia;1
rapporti con caregiver;1
rapporti con diversi ambulatori;1
rapporti con medici di baseassistenti sociali ecc;1
rapporti con mmg  richieste ecc;1
realizzazione relazione efficace;1
registrazione in cartella della situazione clinica del pz;1
reidratazione;1
relazionale;1
ricariche elastomero;1
richiesta materiale e farmaci;1
richiesta materiale sanitario;1
richieste consulenze per valutazioni presso centro assistenza vulnologica;1
ricognizione degli esami e visite programmate;1
ricognizione della terapia;1
ricognizione e riconciliazione terapeutica;1
ricognizione e riconciliazione terapia;1
reperimento parametri;1
reperimento sc;1
reperimento venoso;1
reperire accessi venisi;1
reperire accesso venoso per alimentazione parenterale;1
rete;1
rete  socio sanitari e terzo settore e discussione caso con altri professionisti;1
ricarica pompa elastomerica;1
reperimento accesso ev;1
reperimento accesso sc;1
reperimento accesso sotto cute;1
reperimento accesso sottocute;1
reperimento accesso venoso con cvp;1
reperimento accesso venoso e gestione terapia ev;1
reperimento accesso venoso profondo;1
reperimento dei parametri vitali;1
relazionecounseling;1
relazionesupporto parenti;1
relazionesupporto paziente;1
relazioni interpersonali con i colleghi;1
relazoone daiuto assistito caregiver;1
reperimento accessi sc;1
reperimento accessi venosi cvp;1
reperimento accessi venosi periferici;1
bendaggi occlusivi;1
bendaggi ossido di zinco arti inferiori;1
riconciliazione terapeutica;1
riconciliazione terapeutica ed addestramento;1
riconoscere e normalizzare le reazioni emotive;1
rieducazione;1
rielevazione parametri vitali;1
riempimento elastomeri;1
bendaggi elastocompressivi o contenitivi;1
bendaggi elastocompressivo;1
bendaggi elastocompressivo e semplici;1
bendaggi elestacompressivi;1
bendaggi eslasto compressi;1
bendaggi fasciature;1
bendaggi flebologici;1
bendaggi lesioni vascolari;1
bendaggi di protezione;1
bendaggi diversi;1
bendaggi e fasciature;1
bendaggi e fasciature semplici;1
bendaggi e fascisture;1
bendaggi elasocompressivi;1
bendaggi elasticocompressivi;1
bendaggi elastocompressivi e semplici;1
ricognizione farmaci;1
bendaggi anelastici;1
bendaggi ari inferiori;1
bendaggi arti inferiori per edemi;1
bendaggi arti infri;1
bendaggi complessi;1
bendaggi compressivifissaggio;1
bendaggi con ossido di zinco agli arti inferiori o bendaggi per lesioni ulcerative;1
rilevazione parametri ed educazione per monitoraggio a domicolio;1
rilevazione parametri esami diagnostici prelievi ematici tamponi;1
rilevazione parametri per percorso scompenso;1
rilevazione parametri vitali delle condizioni igienico sanitarie generali;1
rilevazione parametri vitali e glicemia;1
rilevazione parametri vitali ed educsanit al contesto per monitoraggio;1
rilevazione parametri vitali pressione arteriosa fc fr e spo;1
rilevazione parametri vitali rilevazione delle condizioni generali igienicosanitarie;1
rilevazione e valutazione ne parametri vitali;1
rilevazione glicemia bambini diabetici;1
rilevazione glicemia e somministrazione insulina bambini a scuola elementare;1
rilevazione glicemia rilevazione inr;1
rilevazione glicemia terapia insulinica;1
rilevazione hgt;1
rilevazione paramentri;1
rilevazione parametri  vitali;1
rilevazione  parametri;1
rilevazione bisogni assistenziali;1
rilevazione dei  parametri vitali;1
rilevazione dei bisogni assistenziali;1
rilevazione dei bisogni del paziente;1
rilevazione dei dati dei pazienti e anamnesi assistenziale incluse risorse carenze ambiti problematici;1
rilevazione dei parametri;1
rilevazione dei parametri  es glicemia pase necessario;1
rilevamento dei parametri vitali;1
rilevamento dei pv;1
rilevamento e monitoraggio dei parametri vitali;1
rilevamento paramerti vitali;1
rilevamento parametri vitali e ventilatori;1
rilevare parametri;1
rilevaz pv;1
rilevazione  glicemia;1
rinforzi educativi;1
rinforzi educativi caregiver;1
rinforzi educativi del care giver;1
rinnovo gestione catatere vescicale;1
rinnovo medicazioni;1
rinnovo medicazioniesecuzione bendaggifasciature;1
riposizionamento e cambio foley;1
riposizionamento peg;1
rimozione pompa elastomero a chemioterapica;1
rimozione punti chirurgici;1
rimozione punti di sutura chirugici;1
rimozione punti di sutura e medicazione delle ferite chirurgiche;1
rimozione punti di suturaclip metalliche;1
rimozione punti ferita chirurgica;1
rimozionesostituzione cv;1
rimozioni cv;1
rilevo prarametri;1
rilievo dei sintomi;1
rilvazione pv;1
rimozione  punti;1
rimozione catetere;1
rimozione e sostituzione catetere;1
rimozione elastomeri;1
rimozione elastomero;1
rilevazione parametri vitali tutti dolore compreso;1
rilevazione pressione arteriosa;1
rilevazione pv del pz;1
rilevazione segni vitali;1
rilevazione sintomi;1
rilevazioni dei parametri vitali;1
rilevazioni parametri di base;1
rilevazioni pv saturimetrie;1
sedazione terminale;1
sedazione terminalità oncologica;1
sedazioni nel fine vita;1
sedazioni palliative;1
sedazioni terminali;1
segnalazione oss;1
segnalazioni dalla mc;1
seguire e educare care giverpat;1
scale di valutazione;1
scheda rilevazioni dolore;1
schede di valutazione della non autosufficienza;1
schede rilevazione alimentazione per os;1
schede valutazione autosufficienza;1
scim;1
sedazione;1
sedazione ipodermica;1
rivalutazioni congiunte con il chirurgo;1
rivalutazioni domiciliari con la nutrizionista;1
rivalutazioni successive della lesione in autonomia;1
rivelazione parametri ventilatori;1
sacro;1
saturazione;1
saturimetria;1
sc injektionen;1
riprogrammazione accessi a casa;1
risocializzazione;1
ritiro delle richieste mmg;1
riunioni;1
riunioni equipe multidisciplinare per discussione casi;1
rivalutazione;1
rivalutazione generale paziente e valutazione ambiente domestico;1
rivalutazioni con chirurgo;1
somministrazione di scale di valutazione su rischio udp dolore rischio nutrizionale gestione accessi venosi centraliecc;1
somministrazione di terapia endovenosa;1
attivazione di servizi sanitari e sociosanitari;1
attivazione servizi;1
attivazione servizi e forniture;1
attivazione servizi sociali;1
attivazionecollaborazione con mmg;1
attivazioni piani adiaidcp;1
somministrazione dei farmaci;1
somministrazione delle terapie;1
somministrazione di emoderivati;1
somministrazione di farmaci;1
somministrazione di farmaci intramuscolari;1
somministrazione di fatmaci;1
somministrazione di informazioni riguardo la rete sociale e informale;1
somministrazione di scale;1
somministrazione alimentazione attraverso pompa nutrizionale;1
somministrazione alimentazione parenterale ed enterale;1
somministrazione antibiotico terapia ev;1
somministrazione antibioticoterapia;1
somministrazione antibioticotp e fleboclisi;1
somministrazione clisma;1
somministrazione clistere evacuativo;1
somministrazione clisteri evacuativi;1
setting;1
sng net;1
sngpeg;1
sollievo morale paziente;1
somm terapie parenterali;1
somministrazine farmaci orali;1
somministrazione albumina;1
somministrazione albumina ev;1
somministrazione di terapia endovenosa e sottocutanea;1
somministrazione di terapia evscimos;1
somministrazione di terapia infusionale;1
somministrazione di terapia infusiva ev;1
somministrazione di terapia sc e im;1
somministrazione di terapie infusionali;1
somministrazione di terapie infusione anche palliative;1
somministrazione di terapie parenterali idratazioni;1
bambini;1
bambini diabetici;1
bec;1
beendaggi;1
bend elastocompressivo;1
bendaggi  elasto  compressivi;1
bendaggi allossido di zinco;1
bendaggi anaelastici;1
attività educativa e addestramento;1
attività infermieristica;1
attuare interventi di educazione sanitaria alla persona assistita e ai familiari;1
ausilio in prenotazione esami diagnostici;1
autofahrten;1
avvio percorsi assistenziali sanitari e sociali;1
bagno a letto;1
bagno assistito in paziente sla;1
attivazioni servizi sanitari;1
attivita profilattiche;1
attività ambulatorio di prossimità;1
attività burocratica;1
attività con mmg;1
attività di ascolto del caregiver;1
attività di prevenzione lesioni da decubito ab ingestis disidratazione;1
attività di promozione della salute;1
somministrazione insulina;1
somministrazione insulina  e monitoraggio glicemico;1
somministrazione insulina bambini nelle scuole;1
somministrazione insulina scuola;1
somministrazione intramuscolare;1
somministrazione intramuscolo;1
somministrazione medinali;1
somministrazione ntp;1
somministrazione framaci ev;1
somministrazione idratazione ev o sc;1
somministrazione im;1
somministrazione im sc;1
somministrazione imsc;1
somministrazione in infusione terapia endovenosa;1
somministrazione infusione;1
somministrazione infusioni endovena o ipodermo;1
somministrazione farmaci fascia h con sorveglianza;1
somministrazione farmaci im ev sc;1
somministrazione farmaci intramuscolo;1
somministrazione farmaci parenterali;1
somministrazione farmaci terapia orale;1
somministrazione farmaci via endovenosa;1
somministrazione farmaco per via intramuscolo;1
somministrazione farmaco per via sottocutanea;1
somministrazione e assistenza terapia parenterale enterale tpnpeg;1
somministrazione e gestione ne;1
somministrazione endovenosa infusione;1
somministrazione ev farmaci;1
somministrazione ev sc  idratazione;1
somministrazione farmaci attraverso varie vie;1
somministrazione farmaci endovena e sottocute;1
somministrazione farmaci ev e sc;1
somministrazione terapia ev e sc;1
somministrazione terapia ev eo im;1
somministrazione terapia ev im sc idratazione per via sottocutanea;1
somministrazione terapia ev sc;1
somministrazione terapia ev sc im os;1
somministrazione terapia evscim;1
somministrazione terapia farmacologica;1
somministrazione terapia farmacologica ed idratante;1
somministrazione terapia e verifica dellesito;1
somministrazione terapia endovenosa antibiotico trp o idratazione sottocute;1
somministrazione terapia endovenosa e sottocute;1
somministrazione terapia endovenosa flebo sottocutanea;1
somministrazione terapia endovenosa in infusione;1
somministrazione terapia endovenosa sottocutanea intramuscolare;1
somministrazione terapia endovenosaintramuscolare;1
somministrazione terapia endovenosasottocutanea;1
somministrazione sacche nutrizionali;1
somministrazione sc;1
somministrazione sottocute;1
somministrazione terapia antibiotica;1
somministrazione terapia antibiotica endovenosa;1
somministrazione terapia antibiotica ev;1
somministrazione terapia antibiotica imed ev;1
somministrazione terapia e sc;1
somministrazione nutrizione artificiale;1
somministrazione nutrizione parenterale totale;1
somministrazione nutrizioni parenterali;1
somministrazione parenterale;1
somministrazione parenterale farmaci;1
somministrazione per via parenterale;1
somministrazione sacche npt;1
somministrazione sacche ntp;1
somministrazione terapia sedativa;1
somministrazione terapia sotto le diverse vie di somministrazione;1
somministrazione terapia sottocutaneo;1
somministrazione terapia taid;1
somministrazione terapia tramite accessi venosi centrali di sacche nutrizionali e farmaci;1
somministrazione terapia tramite flebo;1
somministrazione terapia tramite peg;1
somministrazione terapie;1
somministrazione terapia per via infusiva;1
somministrazione terapia per via intramuscolare;1
somministrazione terapia per via parenterale idratazione di fisiologica sottocute;1
somministrazione terapia per via sottocutanea o intramuscolare;1
somministrazione terapia sc ev;1
somministrazione terapia sc im ev;1
somministrazione terapia scev;1
somministrazione terapia scevim;1
somministrazione terapia infusionale sottocutanea e intramuscolare;1
somministrazione terapia iniettiva;1
somministrazione terapia insulina;1
somministrazione terapia insulinica ai bambini diabetici in ambito scolastico;1
somministrazione terapia intramuscolare o sottocutanea tra cui gestione microinfusori pediatrici nelle scuole;1
somministrazione terapia ipodermicaevim;1
somministrazione terapia peg;1
somministrazione terapia per ossngpeg;1
somministrazione terapia farmacologica orale e intramuscolo;1
somministrazione terapia idratante;1
somministrazione terapia idratante tramite ipodermoclisi;1
somministrazione terapia im e sc;1
somministrazione terapia in diverse vie di somministrazione;1
somministrazione terapia in muscolo e endovenosa;1
somministrazione terapia in pompa elastomerica;1
somministrazione terapia infusionale e terapia ev;1
somministrazioni di terapie sotto cutanee;1
assistenza paziente diabetico con lesioni;1
assistenza paziente morente;1
assistenza paziente oncologici;1
assistenza paziente terminale;1
assistenza pazienti cure palliative;1
assistenza pazienti rete respiratoria;1
assistenza peg sng;1
somministrazione tp in ipodermoclisi;1
somministrazione tpia ev ipodermica o nutrizione npt;1
somministrazionegestione  terapia ev;1
somministrazionegestione npt e medicazionegestione cvc;1
somministrazionegestione terapia ipodermica;1
somministrazioni;1
somministrazioni  ev;1
somministrazioni di liquidi e terapie ev e sc;1
somministrazione terapie sc e ev;1
somministrazione terapie sc e im;1
somministrazione th attraverso via sc im;1
somministrazione th ev;1
somministrazione tp antibiotiche di lunga durata;1
somministrazione tp ev;1
somministrazione tp ev e in ipodermoclisi;1
somministrazione tp ev sc;1
somministrazione terapie alimentari npt;1
somministrazione terapie e v;1
somministrazione terapie endovenose;1
somministrazione terapie ev im sc;1
somministrazione terapie ev sc;1
somministrazione terapie infusive;1
somministrazione terapie per via endovenosa;1
somministrazione terapie prescritte sc im;1
somministrazioni npt nutrizione parenterale totale;1
somministrazioni sc;1
somministrazioni scimev;1
somministrazioni terapia;1
somministrazioni tx varie;1
somministrzione terapia im e sc;1
sommne farmaci mediante iniezione intramuscolare;1
sommne farmaci mediante iniezione sottocute;1
atp;1
attacco flebo;1
attacco terapia ev;1
attivazione altri servizi;1
attivazione altri servizi tramite regole del servizio ricevente;1
attivazione assistenti sociali;1
attivazione assistenza con medico;1
somministrazioni farmaci per via intramosculare;1
assistenza terminalita oncologica;1
assistenza terminalità oncologica e non;1
assistenza terminalitá oncologica e non;1
assistenza tracheostomia;1
assistenza trasfusione;1
assistenza ventilazione invasiva e non;1
assistenzagestione pompe infusionali;1
assitenza utenti in cure paliative;1
assistenza psicologica;1
assistenza psicologica al pz e care giver;1
assistenza pz durante esami strumentali e diagnostico terapeutici;1
assistenza sociale;1
assistenza sostituzione tracheo;1
assistenza sostituzione trachestomia;1
assistenza stomie uroileocolonefrotracheo;1
assistenza terminalita ;1
sorveglianza e monitoraggio dell assunzione dei farmaci farmaci;1
sorveglianza e sostegno dei minori in famiglia;1
sorveglianza eo educazione terapeutica;1
sorveglianza infermieristica ed educazione terapeutica;1
sorveglianza paziente;1
sorveglianza sanitaria;1
sorveglianza terapeutica pazienti oncologici;1
sorveglianza terapeutiche;1
sondino sanigastrico;1
sonsuntivazione;1
sontituzione cateteri vescicali;1
sormazione ed addestramento;1
sorveglianza alle cure;1
sorveglianza clinica;1
sorveglianza e addestramento;1
sorveglianza e mobilizzazione pazienti;1
sommne tp im;1
sommne tp parenterali ed enterali;1
somne terapia infusionale;1
somnistrazione terapia;1
sonde enterali;1
sondini;1
sondino naso gastrici;1
sondino nasogastrico;1
sommne infusioni;1
sommne terapia;1
sommne terapia endovenosa;1
sommne terapia farmacologica;1
sommne terapia intramuscolare;1
sommne terapia reidratante;1
sommne terapia sottocutanea;1
sommne tp ev;1
sostego famiglia;1
sostituizione catetere vescicale;1
sostitutuzione catetere vescicale;1
sostituz cateteri vescicali;1
sostituz posizionamento rimozione cv;1
sostituzione  gestione cv;1
sostituzione accessi venosi;1
sostituzione accessi venosi periferici;1
sostegno emotivo paziente e familiare;1
sostegno emotivo paziente palliativo;1
sostegno familiari;1
sostegno morente e famiglia;1
sostegno paziente;1
sostegno psichologico;1
sostegno psicologico in situazioni fragili;1
sostegno psicologico sostegno al lutto;1
sostegno ai familiari;1
sostegno al lutto;1
sostegno al paziente;1
sostegno caregiver;1
sostegno cg;1
sostegno del care giver;1
sostegno ed educazione al caregiver;1
sostegno emotivo del paziente e della famiglia;1
sorveglianzamonitoraggio;1
sost cat vesc;1
sost cat vescicale;1
sost cateteri vescicali;1
sost peg;1
sostegno a familiari e pazienti;1
sostegno ai care giver;1
sostegno ai caregiver;1
assistenza ed informazioni riguardo alluso dei presidi dati in dotazione;1
assistenza emotrasfusionene;1
assistenza in cure palliative e sostegno psicologico allutente ed ai familiari;1
assistenza infermieristica generale;1
assistenza nella gestione cateteri vescicale;1
assistenza paz ncp;1
assistenza paziante cure palliative;1
assistenza paziente;1
assistenza con il medico;1
assistenza cure palliative;1
assistenza cure palliative e sostegno psicologico in ambito familiare;1
assistenza di basecura della persona;1
assistenza di fine vita con eventuale riperibilità notturna;1
assistenza diretta;1
assistenza domiciliare;1
assistenza e programmazione emotrasfusioni;1
assistenza al caregiver per la gestione di nutrizioni per via enterale e parenterale;1
assistenza al medico di medicina generale e specialista;1
assistenza al pasto laddove è necessario;1
assistenza al paziente terminale;1
assistenza alla paracentesi;1
assistenza alla terminalità;1
assistenza caterteri venosi centrali;1
assistenza catetere vescicale;1
sostituzione ago di huber o simili;1
sostituzione applicazione catetere vescicale;1
sostituzione cambio catetere vescicale;1
sostituzione cannula endotracheale;1
sostituzione cannula tracheiostomica;1
sostituzione cannula tracheo;1
sostituzione catetere  vescicale;1
assistenza al car giver;1
sostituzione eo posizionamento cv;1
sostituzione eo rimozione pompe elastomeriche per terapie svariate;1
sostituzione medicazione peg;1
sostituzione o applicazione di cv;1
sostituzione o posizionamento catetere vescicale;1
sostituzione o posizionamento foley vescicali;1
sostituzione onda peg;1
sostituzione peg con medico specialista;1
sostituzione e gestione sng e peg;1
sostituzione e gestione sng o peg;1
sostituzione e inserimento cv;1
sostituzione e medicazione peg;1
sostituzione e posizionamento cv;1
sostituzione ed educazione alla gestione di sondini naso gastrici;1
sostituzione elastomero;1
sostituzione eo posizionamento catetere vescicale;1
sostituzione cv a dimora;1
sostituzione del catetere vescicale;1
sostituzione del catetere vescicale uretrale o sovrapubico;1
sostituzione e gestione del catetere vescicale;1
sostituzione e gestione di cateteri vescicali;1
sostituzione e gestione foley vescicale;1
sostituzione e gestione peg e sondino;1
sostituzione e gestione sng;1
sostituzione catetere evscicale;1
sostituzione catetere venoso;1
sostituzione catetere vesciale;1
sostituzione catetere vescicale a dimora;1
sostituzione catetere vescicale o cateterino sc;1
sostituzione catetere vescicale uretrale o sovrapubico;1
sostituzione catetere vescicalecontrollo pervietà circuito e controllo minzione;1
sostituzione cateterismo vescicale;1
sostituzioni di cateteri vescicale a permanenza;1
sostituzioni di cateteri vescicali;1
sostituzioni e applicazioni cateteri vescicali;1
sostituzioni peg con nutrizionista;1
sostituzioni sonda vescicale;1
sostituzioni tracheo;1
sotituzione ed educazione alla gestione del cv;1
sotto cutanee;1
sostituzione tracheostomia con anestesistapneumologo;1
sostituzionegestione cv;1
sostituzioneintroduzionerimozione catetere vescicale;1
sostituzioneposizionamento catetere vescicale;1
sostituzionerimozione catetere vescicale;1
sostituzionerimozioneriposizionamento di catetere vescicale;1
sostituzioni  controlli peg;1
sostituzioni cv;1
sostituzione sng e peg;1
sostituzione sonda enterale;1
sostituzione sonda gastrostomica;1
sostituzione sonda peg;1
sostituzione sondini naso gastrici;1
sostituzione sondino naso gastrico e peg;1
sostituzione sondino nasogastrico;1
sostituzione stomie;1
sostituzione peg e bottoni gastrostomici a basso profilo;1
sostituzione peg e gestione;1
sostituzione peg removibili;1
sostituzione peg sng;1
sostituzione pegsng;1
sostituzione periodica catetere vescicale;1
sostituzione placche e sacche stomie;1
sostituzione rimozione cv;1
supportare l lassistito e la famiglia in tutte le fasi della vita;1
supporti psicologico;1
supporto  caregiver;1
supporto  psicologico;1
supporto addestramento care givers;1
supporto ai caregivers;1
ascoltosupporto;1
ascoltosupporto ai pazienticare giver;1
supervisione e addestramento;1
supervisione ed addestramento caregiverseducazione sanitaria;1
supervisione infermieristica;1
supervisione pazienti fragili;1
supervisione peg;1
supervisione pz con sla;1
supp al caregiver;1
supp psic;1
stomapflegen;1
stomia;1
stomie intestinali;1
subcutane infusionen;1
supervioni paz fragilied sanitaria;1
supervisione  case manager;1
supervisione  continua;1
supervisione dei pazienti fragili in adimed;1
sottocutanea;1
sottocutanei;1
spiegazione delle tecniche a paziente e familiari;1
spirometria;1
stabilire relazione empatica con il pz e la sua famiglia;1
stabilizzazione assistito e familiari;1
stick glicemico;1
stima e riconoscimento del lavoro fatto in famiglia;1
assistenza ai caregiver;1
assistenza al bambino;1
supporto ai familiari;1
supporto ai follow up;1
supporto al card giver;1
supporto al care giver e al paziente;1
supporto al caregiver addstramentoidentificazione;1
supporto al caregiverutente;1
asportazione punti sutura;1
assessment;1
assestment;1
assistenza;1
assistenza  catetere venoso centrale;1
assistenza  per toilette chirurgica a letto del paziente;1
assistenza a fine vita;1
assistenza a pz terminali;1
aspirazione orofaringea;1
aspirazione orotracheale;1
aspirazione secrezioni;1
aspirazione tracheobronchiale o orofaringea;1
aspirazione tracheobronchiali;1
aspirazione vie aeree;1
aspirazioni e broncoaspirazioni;1
aspirazioni tracheali;1
ascoltosupporto al paziente e caregiver;1
ascoltosupporto famigliari;1
ascoltosupporto pzfam;1
aspetti comunicazione paziente e famiglia;1
aspetto sociale situazione domicilio ecc;1
aspirazione escreti;1
aspirazione muchi pz tracheostomizzato;1
aspirazione muco;1
supporto cargiver;1
supporto e ascolto al paziente ed alla famiglia;1
supporto e collaborazione con i familiari;1
supporto e coseling;1
supporto e follow up;1
supporto e rivalutazione caso clinico;1
supporto e sostegno al caregiver;1
supporto e trasmissione competenze caregover;1
supporto assistenza ed educazione caregiver badanti;1
supporto care giver cura della persona;1
supporto care giver e trasferimento competenze;1
supporto care giver educazione terapeutica;1
supporto care givers;1
supporto caregiver addestramento identificazione;1
supporto caregiver nella terminalita  oncologica;1
supporto caregiver per presidi;1
supporto al pz e caregiver;1
supporto alla famiglia e paz in tutte le fasi della sua vita;1
supporto alla famiglia ed educazione sanitaria;1
supporto alla famigliaaddestramento;1
supporto alla rete;1
supporto allassistito e alla famiglia;1
supporto alle fasi della vita del pz e della famiglia;1
supporto alle varie fasi della vita pz e famiglia;1
supporto al cergiver;1
supporto al fine vita;1
supporto al foillow up;1
supporto al follwup;1
supporto al gare giver;1
supporto al garegiver;1
supporto al luto;1
supporto al paziente ed ai familiari;1
supporto pazientefamiliari;1
supporto per cure palliative;1
supporto per le emotrasfusioni;1
supporto prenotazioni;1
supporto pscologico;1
supporto psicologico a paziente e famiglia;1
supporto psicologico al familiare;1
supporto psicologico al malato e alla famiglia;1
supporto nel follow up;1
supporto nella gestione della fase terminale di malattia;1
supporto nella gestione di stomie;1
supporto nella programmazione visite ambulatoriali e domiciliari;1
supporto nella terapia del dolore  stretta collaborazione con cure palliative;1
supporto paziente;1
supporto paziente famiglia;1
supporto paziente palliativoaccompagnamento alla morte;1
supporto famiglia e paziente;1
supporto famigliare;1
supporto famigliautente;1
supporto familiari di paz fragili;1
supporto follow up;1
supporto formazione e collaborazione con il caregiver e i familiari del paziente;1
supporto in follow up;1
supporto morale e psicologico;1
supporto ed educazione;1
supporto ed educazione al cargiver;1
supporto ed educazione care giver;1
supporto emotivo ai familiaricaregiver;1
supporto emotivo e ascolto;1
supporto emotivo educativo al paziente al care giver e famiglia;1
supporto emotivo famigliari e pazienti  aspetto relazione;1
supporto famiglia e care giver;1
supporto relazionale utente famiglia e caregiver;1
supporto relazione al paziente;1
supporto relazione al paziente e ai familiari;1
supporto relazione alla famiglia;1
supporto relazione caregiver;1
supporto relazione familiari;1
supporto socio assistenziale;1
supporto socioasstenziale;1
supporto relazionale ai pazienti e ai caregivers spesso lasciati da soli dalle istituzioni;1
supporto relazionale al paziente e al caregiver;1
supporto relazionale al pz;1
supporto relazionale allutente famiglia care giver;1
supporto relazionale educazione sanitaria;1
supporto relazionale per i pz  caregiver e parenti in tutte quelle condizioni di morbilita che lo richiedono specialmente nei casi pediatrici;1
supporto relazionale pz caregivers;1
supporto relazionale supporto al lutto;1
supporto psicologico paziente e famiglia;1
supporto psicologico paziente oncologico;1
supporto psicologico utentecaregiver;1
supporto psicologicopaziente famigliarecare giver;1
supporto psicologicosociale;1
supporto psicopedagogico alla familia;1
supporto pte eo caregiverfamiglia;1
supporto relaz alla famiglia;1
supporto psicologico al pz e famiglia;1
supporto psicologico alla persona al care giverfamiliari etc;1
supporto psicologico caregiver;1
supporto psicologico dei familiari;1
supporto psicologico e trasferimento competenze care giver;1
supporto psicologico ed ascolto attivo;1
supporto psicologico paziente;1
supporto psicologico paziente e caregiver;1
tarepia endovena;1
teaching manovre assistenziali ai caregiver;1
telefonata al mmg;1
telefonate con i medici;1
telemonitoraggio;1
televisita con specialista pneumologo;1
tentativo rimozione cv;1
